Price,Seller,Postcode,LandSize,YearBuilt
805000,Nelson,3042,0,1950
603000,Nelson,3042,272,1950
1337000,Barry,3042,650,1955
810000,Barry,3042,297,1955
640000,Nelson,3042,219,1960
510000,Nelson,3042,488,1960
575000,Nelson,3042,338,1960
1126000,Brad,3042,650,1960
825000,Barry,3042,293,1960
830000,Barry,3042,971,1960
905000,Jellis,3042,573,1965
770000,Nelson,3042,0,1965
730000,Nelson,3042,0,1965
746000,Barry,3042,308,1970
722000,Brad,3042,695,1970
670000,Nelson,3042,647,1975
720000,Nelson,3042,696,1975
457000,Brad,3042,0,1975
900000,Harcourts,3042,628,1975
685000,Barry,3042,579,1975
675000,Barry,3042,612,1975
895000,Rendina,3042,1063,1975
1080000,Nelson,3042,539,1976
773000,Nelson,3042,650,1980
566000,Nelson,3042,554,1980
810000,Barry,3042,555,1980
773000,Brad,3042,531,1980
725000,Barry,3042,976,1980
600000,Maddison,3042,290,1980
1350000,Barry,3042,747,1985
840000,Barry,3042,374,1990
501000,Barry,3042,255,1991
752000,Nelson,3042,265,1993
715000,Rendina,3042,422,1995
455000,Nelson,3042,166,1999
462500,Barry,3042,164,2003
1400000,Nelson,3042,650,2005
660000,Barry,3042,217,2006
720000,Brad,3042,305,2008
760000,Barry,3042,198,2008
480000,Barry,3042,128,2009
1235000,Brad,3042,0,2009
700000,Brad,3042,165,2009
700000,Brad,3042,239,2009
730000,Brad,3042,242,2010
380000,Nelson,3042,161,2010
540000,Nelson,3042,161,2010
770000,Frank,3042,313,2011
500000,Barry,3042,168,2011
737500,Brad,3042,143,2012
500000,Nelson,3042,1218,2012
820000,Nelson,3042,229,2012
530000,Nelson,3042,120,2012
510000,Barry,3042,167,2013
600000,Barry,3042,231,2013
830000,Barry,3042,303,2013
515000,Barry,3042,141,2013
800000,Barry,3042,202,2015
325000,Nelson,3042,710,2015
450000,Barry,3042,110,2015
840000,Nelson,3042,303,2016
820000,Nelson,3043,620,0
653000,Barry,3043,618,0
660000,Barry,3043,536,0
675000,YPA,3043,565,0
355000,Barry,3043,108,0
821000,Jason,3043,763,0
500000,Jason,3043,268,0
625000,YPA,3043,544,0
741000,Nelson,3043,585,0
525000,Stockdale,3043,223,0
700000,Nelson,3043,691,0
500000,Nelson,3043,140,0
691000,Barry,3043,551,1975
945000,Nelson,3043,474,2000
800000,Nelson,3043,719,2000
468000,Nelson,3043,178,2000
631000,Nelson,3043,608,2001
990000,Nelson,3043,702,2003
485000,Nelson,3043,175,2004
504000,Nelson,3043,215,2004
390000,Nelson,3043,158,2005
802500,Nelson,3043,0,2005
532000,Nelson,3043,149,2005
740000,Nelson,3043,453,2007
709000,Nelson,3043,453,2007
540000,Brad,3043,367,2008
970000,Nelson,3043,737,2010
680000,Nelson,3043,277,2010
1260000,Woodards,3044,669,0
630000,Brad,3044,365,0
1663000,Nelson,3044,956,0
800000,Barry,3044,287,0
870000,Ray,3044,654,0
770000,Brad,3044,603,0
910000,D'Aprano,3044,602,0
1017500,Brad,3044,620,0
1410000,Brad,3044,1004,0
1395000,Nelson,3044,590,0
800000,Brad,3044,506,0
540000,Nelson,3044,240,0
496000,Brad,3044,136,0
806000,Brad,3044,488,0
800000,Nelson,3044,793,0
750000,Nelson,3044,531,0
360000,Barry,3044,119,0
937000,Nelson,3044,708,0
650000,Nelson,3044,266,0
910000,Brad,3044,934,0
720000,hockingstua,3044,428,0
721000,Alexkarbon,3044,542,0
690000,Brad,3044,507,0
855000,Brad,3044,659,0
820000,hockingstua,3044,420,0
792000,Nelson,3044,582,0
630000,YPA,3044,602,0
1000000,Brad,3044,858,0
474000,D'Aprano,3044,558,0
780000,Brad,3044,556,0
640000,Nelson,3044,353,0
600000,Jellis,3044,490,0
983000,Brad,3044,650,0
515000,hockingstua,3044,0,0
815000,Nelson,3044,628,0
683500,hockingstua,3044,590,0
667500,Brad,3044,167,0
920000,Brad,3044,650,0
810000,Brad,3044,470,0
990000,Harcourts,3044,770,0
730000,Brad,3044,683,0
930000,Brad,3044,746,0
1345000,Brad,3044,759,0
1305000,Nelson,3044,735,0
495000,Brad,3044,205,0
555000,Brad,3044,336,0
767000,Brad,3044,505,0
1465000,Nelson,3044,956,0
770000,Brad,3044,464,0
999000,Nelson,3044,587,1920
970000,Nelson,3044,535,1920
650000,Nelson,3044,410,1940
600000,Eview,3044,205,1940
680000,hockingstua,3044,590,1940
900000,Nelson,3044,608,1940
670000,hockingstua,3044,596,1949
1199000,Nelson,3044,689,1950
780000,Brad,3044,555,1950
958000,Nelson,3044,706,1950
708000,hockingstua,3044,321,1950
755000,Nelson,3044,294,1950
599000,Ray,3044,534,1950
775000,Nelson,3044,527,1950
612500,Brad,3044,522,1950
1570000,Barry,3044,746,1950
700000,Nelson,3044,449,1950
960000,hockingstua,3044,641,1950
810000,Brad,3044,783,1950
810000,Nelson,3044,455,1950
835000,Nelson,3044,422,1950
900000,Brad,3044,570,1950
950000,Nelson,3044,705,1950
955000,Nelson,3044,686,1950
780000,Brad,3044,446,1950
1120000,Brad,3044,50,1950
600000,Re,3044,557,1955
770000,Barry,3044,464,1955
1501000,Jellis,3044,681,1960
770000,Nelson,3044,596,1960
1085000,Ray,3044,847,1960
960000,Brad,3044,501,1960
880000,Nelson,3044,588,1960
723000,Stockdale,3044,485,1960
775000,Brad,3044,406,1960
815000,Brad,3044,438,1960
731000,Brad,3044,568,1960
975000,Brad,3044,733,1960
770000,Nelson,3044,560,1960
497000,Nelson,3044,123,1970
800000,Nelson,3044,593,1970
248500,Brad,3044,49,1970
616000,Nelson,3044,190,1970
940000,Nelson,3044,589,1970
975000,Brad,3044,686,1970
521500,Jellis,3044,0,1970
738000,Brad,3044,821,1974
485000,Brad,3044,139,1975
915000,New,3044,629,1975
495000,Brad,3044,207,1975
915000,New,3044,629,1975
822000,hockingstua,3044,250,1983
386000,D'Aprano,3044,111,1987
427500,hockingstua,3044,134,1988
480000,Nelson,3044,113,1988
452000,hockingstua,3044,159,1990
605000,Brad,3044,215,1990
610000,Ray,3044,169,1995
1350000,Nelson,3044,646,1995
1196000,Nelson,3044,559,1997
600000,hockingstua,3044,122,1998
750000,hockingstua,3044,540,1999
585000,YPA,3044,0,2000
525500,Considine,3044,111,2000
590000,Nelson,3044,191,2000
601500,hockingstua,3044,253,2000
665000,New,3044,148,2001
488000,Nelson,3044,219,2001
530000,hockingstua,3044,156,2004
522500,Raine,3044,192,2005
430000,Trimson,3044,146,2006
741000,Raine,3044,520,2006
985000,Ray,3044,511,2007
533000,Brad,3044,197,2007
600000,Nelson,3044,204,2008
560000,Nelson,3044,141,2009
790000,Brad,3044,291,2009
585000,Jellis,3044,180,2009
520000,Brad,3044,0,2011
550500,Nelson,3044,135,2012
500000,Brad,3044,147,2012
500000,hockingstua,3044,191,2013
510000,D'Aprano,3044,110,2013
410000,Brad,3044,105,2014
821000,Stockdale,3046,656,0
1100000,Alexkarbon,3046,1017,0
810000,Philip,3046,634,0
785000,Barry,3046,602,0
460000,Brad,3046,106,0
731000,Nelson,3046,608,0
750000,Barry,3046,659,0
500000,Harcourts,3046,304,0
847000,Barry,3046,650,0
1250000,Frank,3046,568,0
1306000,Eview,3046,700,0
860000,Jellis,3046,301,0
1005000,Brad,3046,647,0
1400000,Stockdale,3046,730,0
630000,Eview,3046,240,0
880000,Ray,3046,530,0
725000,Stockdale,3046,585,0
621000,Stockdale,3046,694,0
643000,Stockdale,3046,674,0
901000,Stockdale,3046,702,0
710000,Stockdale,3046,587,0
690000,YPA,3046,650,0
793000,Nelson,3046,677,0
1158000,YPA,3046,1011,0
683000,Stockdale,3046,697,0
480000,Brad,3046,0,0
550000,Brad,3046,196,0
1005000,Stockdale,3046,780,0
900000,Nelson,3046,705,0
770000,Nelson,3046,264,0
727500,Brad,3046,719,0
800000,Stockdale,3046,589,0
358500,Jason,3046,0,0
1350000,Eview,3046,590,0
647000,Brad,3046,250,0
592000,Barry,3046,577,0
892000,Nelson,3046,757,0
460000,Barry,3046,360,0
640000,YPA,3046,612,0
716000,Nelson,3046,594,0
1102000,Stockdale,3046,1020,0
650000,Barry,3046,588,0
725000,Brad,3046,560,0
800000,YPA,3046,808,0
591000,Brad,3046,557,0
750074,Eview,3046,302,0
770000,Stockdale,3046,700,0
918000,Brad,3046,763,0
585000,YPA,3046,590,0
840000,Barry,3046,608,0
722000,Stockdale,3046,781,0
501000,Raine,3046,348,0
726335,Eview,3046,590,0
442000,Brad,3046,245,0
787500,Barry,3046,650,0
488500,Stockdale,3046,190,0
500000,Nelson,3046,677,0
655000,Stockdale,3046,695,0
460000,Barry,3046,190,0
420000,Stockdale,3046,307,0
230000,Raine,3046,1996,0
577000,Barry,3046,706,0
320500,Nelson,3046,3056,0
612500,Stockdale,3046,635,0
688000,Stockdale,3046,700,0
596000,Hodges,3046,624,0
820000,Nelson,3046,805,0
572000,Walshe,3046,627,0
500000,Nelson,3046,589,0
691000,Stockdale,3046,753,0
600000,Barry,3046,702,0
575500,hockingstua,3046,701,0
530000,Barry,3046,643,0
1025000,Burnham,3046,1011,0
852500,Barry,3046,832,0
670000,Stockdale,3046,652,0
850000,Barry,3046,487,0
1150000,Barry,3046,700,0
500000,Nelson,3046,336,0
555000,Stockdale,3046,244,0
1000000,Barry,3046,977,1935
815500,Brad,3046,790,1940
955000,Considine,3046,690,1950
730000,Stockdale,3046,563,1950
597500,YPA,3046,663,1950
1100000,Nelson,3046,783,1950
830000,Brad,3046,616,1950
815000,Barry,3046,672,1950
722000,Stockdale,3046,580,1950
700000,Barry,3046,700,1950
810000,Holland,3046,592,1950
610000,Eview,3046,394,1950
660000,Barry,3046,657,1950
670000,Barry,3046,705,1950
630000,Stockdale,3046,602,1950
525000,Brad,3046,665,1950
810000,Stockdale,3046,695,1950
711500,Stockdale,3046,667,1950
730000,Barry,3046,705,1950
460000,Raine,3046,224,1950
737000,Stockdale,3046,640,1950
980000,Brad,3046,1029,1950
822000,Stockdale,3046,700,1950
695000,Purplebrick,3046,649,1955
895000,Barry,3046,697,1955
865000,Brad,3046,696,1955
741250,Barry,3046,668,1955
702000,Eview,3046,606,1956
840000,Nelson,3046,722,1960
780000,Eview,3046,697,1960
780000,Stockdale,3046,697,1960
1138000,Nelson,3046,697,1960
827000,Brad,3046,676,1960
740000,Stockdale,3046,605,1960
935000,Stockdale,3046,666,1960
705000,Barry,3046,694,1960
820000,Melbourne,3046,697,1960
822000,Barry,3046,738,1960
810000,Brad,3046,763,1960
840000,Nelson,3046,704,1960
770000,Stockdale,3046,382,1960
690000,Brad,3046,553,1960
706000,Eview,3046,715,1960
715888,Barry,3046,613,1960
550000,Brad,3046,610,1960
542500,Ray,3046,359,1960
545000,Stockdale,3046,591,1960
777000,Eview,3046,700,1960
721000,Brad,3046,539,1960
740000,Barry,3046,568,1960
800000,Stockdale,3046,565,1960
605000,hockingstua,3046,597,1960
762700,Stockdale,3046,597,1960
600000,Barry,3046,599,1960
630000,Stockdale,3046,630,1960
710000,Stockdale,3046,796,1960
580000,Barry,3046,650,1960
703000,Eview,3046,704,1960
420000,Raine,3046,0,1960
588000,YPA,3046,616,1960
793000,Eview,3046,780,1960
670000,Brad,3046,734,1960
610000,Walshe,3046,640,1960
610000,Ray,3046,696,1960
920000,Ray,3046,780,1965
631500,Stockdale,3046,593,1965
806500,Barry,3046,766,1965
600000,Stockdale,3046,586,1968
600000,Stockdale,3046,541,1968
1050000,Nelson,3046,715,1970
780000,Brad,3046,742,1970
330000,Stockdale,3046,249,1970
646000,YPA,3046,574,1970
730000,Barry,3046,570,1970
600500,YPA,3046,462,1970
630000,YPA,3046,604,1970
685500,Brad,3046,724,1970
825000,Stockdale,3046,768,1970
765500,Barry,3046,780,1970
705000,Barry,3046,612,1970
340000,Nelson,3046,0,1970
460000,Eview,3046,325,1970
250000,Barry,3046,0,1970
885000,Barry,3046,751,1972
855333,Eview,3046,694,1974
570000,Barry,3046,585,1975
434500,Eview,3046,125,1975
721000,YPA,3046,674,1976
422000,YPA,3046,136,1980
719000,Eview,3046,692,1980
772500,Stockdale,3046,595,1983
601000,Barry,3046,220,1990
515000,D'Aprano,3046,345,1990
900000,Brad,3046,568,1995
476000,hockingstua,3046,189,1995
482500,Brad,3046,265,1995
925000,Brad,3046,815,1997
648000,Nelson,3046,0,1998
545000,Raine,3046,230,2000
270000,Ray,3046,155,2000
410000,Brad,3046,200,2000
447500,Melbourne,3046,320,2000
1071888,Rendina,3046,553,2001
1071888,Rendina,3046,553,2001
595000,Nelson,3046,258,2001
600000,Nelson,3046,258,2001
512000,Stockdale,3046,197,2003
755000,Eview,3046,341,2003
370000,Walshe,3046,259,2003
465000,Brad,3046,225,2005
638000,Barry,3046,624,2005
590000,YPA,3046,0,2009
420000,Brad,3046,1137,2009
470000,Barry,3046,138,2009
651000,Nelson,3046,198,2009
790000,Eview,3046,208,2010
475000,Barry,3046,118,2010
487000,Peter,3046,198,2010
870000,Barry,3046,591,2010
440000,Nelson,3046,215,2010
550000,Stockdale,3046,212,2010
540000,Nelson,3046,164,2010
430000,Jason,3046,164,2010
525000,Jellis,3046,194,2011
750000,Stockdale,3046,301,2011
770000,Brad,3046,272,2012
522000,Stockdale,3046,161,2012
468000,Nelson,3046,137,2012
510000,Raine,3046,234,2012
465000,YPA,3046,176,2012
620250,Stockdale,3046,253,2012
627000,Stockdale,3046,0,2013
720000,Eview,3046,300,2013
645000,Barry,3046,227,2013
585500,Eview,3046,161,2013
417000,Stockdale,3046,172,2013
560000,Eview,3046,132,2014
680000,Stockdale,3046,243,2014
1217500,Barry,3046,693,2014
470000,Barry,3046,187,2014
607000,YPA,3046,0,2014
608000,Raine,3046,252,2014
545000,Barry,3046,136,2014
610000,Nelson,3046,182,2015
600000,Nelson,3046,161,2015
550000,Peter,3046,683,2017
556000,YPA,3047,627,0
310000,Raine,3047,595,0
408500,Raine,3047,584,0
374000,Ray,3047,635,0
618000,YPA,3047,604,0
421000,Barry,3047,607,0
537000,Barry,3047,600,0
280000,Raine,3047,197,0
350000,Barry,3047,600,1950
551000,YPA,3047,610,1955
650000,YPA,3047,692,1960
472500,YPA,3047,729,1960
460000,Eview,3047,601,1960
600000,Woodards,3047,647,1960
495000,YPA,3047,598,1965
611000,Barry,3047,624,1966
485000,Barry,3047,630,1970
425000,Barry,3047,650,1975
390000,YPA,3047,165,1995
518500,YPA,3047,576,1999
310000,Barry,3047,171,2008
465000,Barry,3047,248,2010
467000,Raine,3048,565,1975
578000,Jason,3049,308,0
540000,Barry,3049,532,1975
850000,W,3051,1223,0
550000,Biggin,3051,0,0
780000,Nick,3051,37,0
1000000,W,3051,133,0
936000,Jellis,3051,0,0
962000,Alexkarbon,3051,91,0
550000,Nelson,3051,4563,0
950000,hockingstua,3051,0,0
1200000,Jellis,3051,146,0
1300000,Nelson,3051,0,0
591500,Jellis,3051,0,0
888000,Jellis,3051,0,0
1330000,McDonald,3051,246,0
475000,Jas,3051,0,0
470000,W,3051,0,0
645000,Nelson,3051,0,0
585000,Edward,3051,0,0
340000,Brad,3051,0,0
491000,Nelson,3051,0,0
1635000,Nelson,3051,517,0
885000,Jellis,3051,111,1880
2920000,Nelson,3051,310,1880
940000,JMRE,3051,89,1890
1385000,Nelson,3051,118,1890
970000,JMRE,3051,102,1900
2161000,Nelson,3051,230,1900
1010000,Jellis,3051,109,1900
1000000,Nelson,3051,61,1920
1470000,Jellis,3051,232,1930
1266000,Jellis,3051,161,1960
440000,hockingstua,3051,0,1960
528500,Woodards,3051,0,1960
1485000,Jellis,3051,198,1968
587134,Woodards,3051,0,1970
358000,Jellis,3051,649,1970
540000,Alexkarbon,3051,0,1970
450000,W,3051,1588,1970
726000,Jellis,3051,0,1970
540000,Jellis,3051,0,1970
550055,Jellis,3051,1004,1971
320000,W,3051,0,1975
560000,Jellis,3051,2300,1975
550000,Jellis,3051,0,1975
1340000,W,3051,83,1980
720000,W,3051,0,1998
606000,Nelson,3051,0,2000
841000,Jellis,3051,215,2000
630000,Alexkarbon,3051,0,2002
368000,Jellis,3051,0,2003
620000,LITTLE,3051,0,2004
598000,Alexkarbon,3051,0,2005
1300000,Jellis,3051,67,2005
640000,MICM,3051,0,2006
470000,W,3051,0,2006
1065000,Alexkarbon,3051,64,2008
990000,Nelson,3051,584,2008
1105000,Jellis,3051,88,2010
570000,Alexkarbon,3051,1223,2011
800000,Nelson,3051,55,2011
1325000,Nelson,3051,97,2011
410000,Jellis,3051,1045,2011
665500,Alexkarbon,3051,0,2012
450000,Jellis,3051,0,2012
900000,Nelson,3052,2431,0
850000,Nelson,3052,2429,0
3970000,Collins,3052,289,0
750000,Jellis,3052,2193,0
1040000,Nelson,3052,0,0
965000,Woodards,3052,173,0
500000,Nelson,3052,2431,0
2375000,Red,3052,182,0
401000,Nelson,3052,0,0
1717500,Collins,3052,165,0
485000,Jellis,3052,0,0
307000,Jellis,3052,0,0
395000,Woodards,3052,2469,0
352500,Jellis,3052,0,0
1360000,Jellis,3052,0,0
2200000,Collins,3052,190,1875
2790000,Collins,3052,180,1890
2236000,Collins,3052,154,1890
1928000,Jellis,3052,194,1890
1265000,Nelson,3052,70,1890
1805000,Collins,3052,187,1890
1851000,Marshall,3052,172,1900
835000,Nelson,3052,0,1978
1403000,Nelson,3052,2401,1980
734600,Woodards,3052,2427,1990
526000,Jellis,3052,0,1995
526000,Nelson,3052,2488,1995
1770000,Woodards,3052,2431,1999
1230000,Nelson,3052,357,2009
720000,Nelson,3053,3481,0
1760000,Nelson,3053,151,0
500000,Peter,3053,4076,0
957000,Woodards,3053,122,0
600000,Nelson,3053,0,0
2345000,Woodards,3053,284,0
1162000,Woodards,3053,121,0
585000,Walshe,3053,0,0
2705000,Jellis,3053,0,0
1110000,Nelson,3053,0,0
2033000,Nelson,3053,123,0
1550000,Nelson,3053,0,0
310000,hockingstua,3053,0,0
1260000,Nelson,3053,151,0
875000,Jellis,3053,0,0
1600000,Nelson,3053,0,0
920000,Woodards,3053,121,0
1600000,hockingstua,3053,635,0
435000,Woodards,3053,0,0
795000,Nelson,3053,0,0
1662000,Nelson,3053,118,0
1460000,Nelson,3053,99,0
735000,Woodards,3053,3455,0
960000,Nelson,3053,0,1860
1010000,Jellis,3053,101,1880
1117000,Woodards,3053,128,1890
1616000,Woodards,3053,152,1890
1170000,Nelson,3053,144,1890
1630100,Ascend,3053,132,1890
720000,hockingstua,3053,117,1890
840000,Jellis,3053,66,1900
1590000,Woodards,3053,100,1900
1000000,Jellis,3053,96,1910
350000,Woodards,3053,0,1970
1520000,hockingstua,3053,214,1993
610250,Nelson,3053,0,1994
860000,Woodards,3053,0,1994
589000,Nelson,3053,0,1999
995000,Woodards,3053,0,2000
705000,Harrington,3053,0,2000
490000,hockingstua,3053,0,2009
500000,Harrington,3053,0,2010
480000,Jellis,3053,0,2012
620000,Woodards,3053,0,2013
600000,Woodards,3053,0,2013
1950000,Nelson,3054,309,0
2400000,Woodards,3054,163,0
1717500,Nelson,3054,202,0
1840000,Nelson,3054,311,0
1501000,Nelson,3054,152,0
2450000,Woodards,3054,268,0
1300000,Craig,3054,223,0
1550000,Woodards,3054,202,0
1614500,Woodards,3054,167,0
1290000,Nelson,3054,119,0
1700000,Collins,3054,341,0
1150000,Nelson,3054,373,0
1280000,Nelson,3054,131,0
880000,Nelson,3054,142,0
910000,Nelson,3054,100,0
885000,Nelson,3054,93,0
1955000,Nelson,3054,163,0
1214000,Nelson,3054,144,0
1330000,Nelson,3054,116,0
2210000,Nelson,3054,190,0
1301000,Nelson,3054,133,0
1280000,Nelson,3054,203,0
1725000,hockingstua,3054,210,0
1540000,Nelson,3054,169,0
1908000,Nelson,3054,256,1890
2520000,Nelson,3054,504,1890
1425000,Nelson,3054,122,1890
1950000,Nelson,3054,207,1900
2400000,Kelly,3054,413,1900
1330000,Nelson,3054,314,1900
3450000,Nelson,3054,515,1905
1900000,Nelson,3054,204,1910
2950000,Chambers,3054,499,1910
2175000,Woodards,3054,418,1920
595000,Nelson,3054,0,1940
520000,Nelson,3054,0,1940
437000,Nelson,3054,0,1970
2050000,Nelson,3054,84,1970
390000,Kelly,3054,0,1970
468000,Nelson,3054,861,1970
765000,Nelson,3054,1031,1970
570000,hockingstua,3054,0,1975
800000,Nelson,3054,73,2009
2718000,Ray,3054,538,2015
1325000,Jellis,3055,465,0
1200000,Woodards,3055,473,0
1100000,Brad,3055,322,0
1200000,Nelson,3055,683,0
1270000,Nelson,3055,526,0
1097000,Walshe,3055,372,0
1060000,Walshe,3055,465,0
1222000,Nelson,3055,380,0
403000,hockingstua,3055,0,0
351000,Nelson,3055,0,0
901000,Rendina,3055,357,0
995000,Brad,3055,505,0
400000,Nelson,3055,0,0
988000,Nelson,3055,384,0
656000,Collins,3055,0,0
1186000,Nelson,3055,608,0
910000,Raine,3055,576,0
900000,hockingstua,3055,410,0
1172000,Stockdale,3055,512,0
920000,Jellis,3055,501,0
930000,Nelson,3055,299,0
1200000,Nelson,3055,600,0
473000,Harrington,3055,568,0
942000,McDonald,3055,358,0
1100000,Nelson,3055,169,1900
820000,Jellis,3055,206,1900
1300000,Jellis,3055,364,1900
1010000,Nelson,3055,413,1910
1150000,Nelson,3055,519,1910
711000,Nelson,3055,177,1910
1585000,Gunn&Co,3055,562,1920
1700000,Jellis,3055,621,1920
1200000,Jellis,3055,553,1920
1190000,Nelson,3055,0,1920
970000,Nelson,3055,499,1925
1005000,Nelson,3055,284,1926
816000,Nelson,3055,343,1930
1315000,Nelson,3055,554,1930
921500,Ray,3055,575,1930
1330000,Nelson,3055,353,1930
955000,hockingstua,3055,220,1930
1245000,Barry,3055,412,1934
1000000,Nelson,3055,589,1935
1095000,Nelson,3055,411,1935
793000,Ray,3055,275,1935
1220000,Woodards,3055,335,1940
1445000,Collins,3055,613,1950
1268000,Alexkarbon,3055,645,1950
825000,Nelson,3055,207,1950
1150000,Jellis,3055,726,1950
484000,Jellis,3055,0,1950
910000,Brad,3055,717,1950
810000,Brad,3055,349,1950
440000,Jellis,3055,0,1960
537000,Jellis,3055,501,1960
370000,Ray,3055,2120,1960
400000,Nelson,3055,73,1960
300000,Grantham,3055,0,1960
521500,Peter,3055,0,1960
763000,Nelson,3055,138,1970
312000,Jellis,3055,406,1970
573000,Jellis,3055,0,1970
545000,Jellis,3055,0,1970
640000,RW,3055,559,1970
407500,hockingstua,3055,1097,1970
370000,Jellis,3055,0,1970
252000,McDonald,3055,0,1970
370000,Nelson,3055,0,1970
285000,Walshe,3055,0,1970
330000,hockingstua,3055,0,1970
320000,Jellis,3055,0,1970
385000,Jellis,3055,0,1970
500000,Brad,3055,0,1970
680000,Nelson,3055,0,1970
380000,Jellis,3055,0,1970
380000,Brad,3055,0,1970
380000,Nelson,3055,0,1970
471000,Jellis,3055,564,1970
497000,Hodges,3055,0,1977
1205000,Nelson,3055,518,1980
320000,Nelson,3055,0,1980
1205000,Raine,3055,447,1982
1350000,Woodards,3055,510,1997
815000,Ray,3055,157,1999
670000,Raine,3055,176,2000
265000,Walshe,3055,0,2000
435000,Nelson,3055,0,2002
735000,Jellis,3055,120,2004
645000,Nelson,3055,131,2008
598000,Nelson,3055,69,2009
670000,Nelson,3055,109,2010
797500,Nelson,3055,262,2010
400500,Nelson,3055,0,2013
730000,Nelson,3056,190,0
520000,Jellis,3056,0,0
900000,Nelson,3056,191,0
950000,RT,3056,230,0
740000,Nelson,3056,0,0
1900000,Nelson,3056,372,0
1590000,Nelson,3056,322,0
692000,Jellis,3056,0,0
1440000,Jellis,3056,408,0
1650000,Brad,3056,670,0
957000,hockingstua,3056,80,0
1075000,Nelson,3056,222,0
1200000,Barry,3056,225,0
1450000,Jellis,3056,304,0
830000,Nelson,3056,153,0
315000,Jellis,3056,1403,0
1500000,Jellis,3056,459,0
1300000,Nelson,3056,299,0
412000,Nelson,3056,85,0
1080000,Nelson,3056,316,0
1073000,Jellis,3056,182,0
1317000,Nelson,3056,480,0
947000,Woodards,3056,996,0
1175000,Jellis,3056,319,0
240000,Hodges,3056,0,0
820000,Nelson,3056,416,0
1020000,Jellis,3056,279,0
1000000,Nelson,3056,370,0
800000,Biggin,3056,137,0
835000,Jellis,3056,302,0
860000,Jellis,3056,153,0
440000,Nelson,3056,0,0
1395000,Nelson,3056,391,0
542000,Raine,3056,0,0
350000,hockingstua,3056,0,0
990000,Nelson,3056,194,0
1815000,Nelson,3056,612,0
890000,Jellis,3056,259,0
815000,Nelson,3056,99,0
800000,Walshe,3056,330,0
936000,Nelson,3056,200,0
830000,Nelson,3056,319,0
905000,Nelson,3056,314,0
840000,Brad,3056,209,0
1358000,Nelson,3056,416,0
840000,Jellis,3056,186,0
792000,Nelson,3056,149,0
1135000,Barry,3056,438,0
1094000,Nelson,3056,301,0
895000,Nelson,3056,0,0
1105000,Nelson,3056,147,0
810000,Rendina,3056,177,0
620000,Harrington,3056,72,0
910000,Jellis,3056,215,0
990000,Nelson,3056,410,0
1450000,Jellis,3056,323,0
627000,Nelson,3056,0,0
860000,Nelson,3056,95,0
1050000,hockingstua,3056,264,0
955000,Woodards,3056,1328,1880
765000,Nelson,3056,199,1880
871000,Jellis,3056,215,1880
1310000,Nelson,3056,426,1880
1204000,Nelson,3056,186,1890
1435000,Nelson,3056,251,1890
884000,Jellis,3056,148,1890
1210000,Nelson,3056,280,1890
772000,Collins,3056,147,1890
1170000,Nelson,3056,285,1890
916000,Nelson,3056,1328,1890
860000,Ray,3056,184,1890
1250000,Ray,3056,483,1890
2500000,Jellis,3056,555,1890
1045000,Jellis,3056,222,1890
1222500,Nelson,3056,331,1890
845500,Nelson,3056,179,1890
1500000,Nelson,3056,365,1890
1275000,Woodards,3056,406,1900
1400000,Woodards,3056,678,1900
1210000,Woodards,3056,282,1900
1550000,Nelson,3056,346,1900
641000,RW,3056,0,1900
860000,Nelson,3056,352,1900
825000,Nelson,3056,210,1900
1800000,Nelson,3056,271,1900
641000,RW,3056,0,1900
890000,Jellis,3056,199,1900
1100000,Nelson,3056,153,1900
1115000,Jellis,3056,264,1900
1026000,Nelson,3056,225,1905
1500000,Nelson,3056,318,1908
890000,Woodards,3056,138,1910
1315000,Nelson,3056,234,1910
1260000,Jellis,3056,192,1910
945000,Jellis,3056,246,1910
1755000,Jellis,3056,354,1910
1340000,Nelson,3056,316,1910
705000,Chambers,3056,161,1910
860000,Jellis,3056,298,1910
1050000,Nelson,3056,239,1910
1261000,Nelson,3056,216,1910
770000,Nelson,3056,152,1910
1056000,Nelson,3056,315,1910
1125000,Jellis,3056,278,1910
860000,Nelson,3056,181,1910
950000,Jellis,3056,170,1910
1802500,Jellis,3056,238,1910
880000,Nelson,3056,264,1915
1410000,Jellis,3056,460,1916
1217000,Walshe,3056,363,1920
1790000,Ray,3056,416,1920
1510000,Nelson,3056,325,1920
1015000,Nelson,3056,453,1920
1650000,Nelson,3056,495,1920
1691500,Nelson,3056,470,1920
1320000,Nelson,3056,281,1920
1652000,Jellis,3056,506,1921
1925000,Raine,3056,479,1925
1115000,Caine,3056,249,1925
1053000,Ray,3056,343,1925
1260000,Jellis,3056,385,1925
1200000,Nelson,3056,318,1927
755000,Nelson,3056,159,1930
625000,Jellis,3056,82,1930
1075000,Jellis,3056,311,1930
855000,Nelson,3056,229,1930
1055000,Nelson,3056,324,1930
1060000,Nelson,3056,257,1935
985000,Jellis,3056,384,1940
1350000,Nelson,3056,370,1940
2230000,Nelson,3056,851,1940
1020000,Jellis,3056,308,1943
1700000,Collins,3056,0,1945
1385000,Jellis,3056,650,1950
575000,Nelson,3056,0,1950
1875000,Jellis,3056,657,1958
480000,Brad,3056,557,1960
491000,Jellis,3056,1080,1960
1260000,Rendina,3056,563,1960
370000,Nelson,3056,0,1965
730000,Nelson,3056,134,1970
418000,Harcourts,3056,0,1970
